Gene Symbol,Gene,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of FC,-log10(P),FC
U2af2,ENSMUSG00000030435,Sex,male,1,-0.2954,0.1143,-0.5194,-0.0715,6.69,9.7e-3,0.1337904773,-0.426236529,0.1648303946,0.8735747969,0.7442006061
Olfr56,ENSMUSG00000040328,Sex,male,1,1.5766,0.6098,0.3815,2.7717,6.69,9.7e-3,0.1337904773,2.2745613756,0.8797230085,0.8735747969,4.8385050765
Mrpl42,ENSMUSG00000062981,Sex,male,1,-0.4788,0.1851,-0.8416,-0.1160,6.69,9.7e-3,0.1337904773,-0.690767974,0.2670751322,0.8735747969,0.6195239779
Morf4l1,ENSMUSG00000062270,Sex,male,1,0.2175,0.0842,0.0525,0.3825,6.68,9.8e-3,0.1344182241,0.3138160761,0.1214632027,0.8715418467,1.2429911944
Zmiz2,ENSMUSG00000041164,Sex,male,1,-0.2919,0.1130,-0.5134,-0.0704,6.67,9.8e-3,0.1344324462,-0.421142973,0.1630253894,0.8714958987,0.7468327127
Taf1c,ENSMUSG00000031832,Sex,male,1,-0.4512,0.1748,-0.7937,-0.1087,6.67,9.8e-3,0.1348938583,-0.650962114,0.2521333082,0.8700078234,0.6368554617
Upk1a,ENSMUSG00000006313,Sex,male,1,-2.1540,0.8345,-3.7896,-0.5185,6.66,9.8e-3,0.1349938779,-3.107613794,1.2039115523,0.8696859266,0.1160152374
Hsp90b1,ENSMUSG00000020048,Sex,male,1,-0.4021,0.1559,-0.7076,-0.0965,6.65,9.9e-3,0.1353797525,-0.580050426,0.2249281133,0.8684462843,0.668940396
Dcakd,ENSMUSG00000020935,Sex,male,1,-0.4903,0.1901,-0.8629,-0.1177,6.65,9.9e-3,0.1353797525,-0.707339605,0.2742846936,0.8684462843,0.612448481
Fth1,ENSMUSG00000024661,Sex,male,1,0.3997,0.1550,0.0959,0.7034,6.65,9.9e-3,0.1353797525,0.5766086343,0.2235960839,0.8684462843,1.4913394102
Coro1b,ENSMUSG00000024835,Sex,male,1,-0.3750,0.1454,-0.6601,-0.0900,6.65,9.9e-3,0.1353797525,-0.541062602,0.2098093467,0.8684462843,0.687264525
Vmn2r4,ENSMUSG00000092049,Sex,male,1,0.9233,0.3579,0.2218,1.6248,6.65,9.9e-3,0.1353797525,1.332031274,0.5163511841,0.8684462843,2.5175689209
Sec14l1,ENSMUSG00000020823,Sex,male,1,0.3142,0.1219,0.0753,0.5532,6.65,9.9e-3,0.1356030596,0.4533560338,0.1758604645,0.8677305114,1.3692216731
Ctps2,ENSMUSG00000031360,Sex,male,1,-0.4405,0.1710,-0.7756,-0.1055,6.64,1e-2,0.1358416272,-0.635573238,0.2466304042,0.8669671249,0.6436850031
Calm2,ENSMUSG00000036438,Sex,male,1,0.4758,0.1847,0.1137,0.8379,6.63,1e-2,0.1362226379,0.6864266839,0.2665250587,0.865750714,1.6092926275
Rpl27,ENSMUSG00000063316,Sex,male,1,-0.3877,0.1505,-0.6828,-0.0927,6.63,1e-2,0.1362226379,-0.559347271,0.2171810218,0.865750714,0.6786091225
Fos,ENSMUSG00000021250,Sex,male,1,1.0484,0.4071,0.2504,1.8464,6.63,1e-2,0.1362260558,1.512502047,0.5873924938,0.8657398175,2.8530440998
Ndufa3,ENSMUSG00000035674,Sex,male,1,0.3766,0.1463,0.0899,0.6632,6.63,1e-2,0.1362260558,0.5432862017,0.2109956805,0.8657398175,1.4572881819
Gm6023,ENSMUSG00000081159,Sex,male,1,-1.0317,0.4008,-1.8172,-0.2461,6.63,1e-2,0.1364282134,-1.488395765,0.5782286168,0.8650958083,0.3564086447
Rbm42,ENSMUSG00000036733,Sex,male,1,-0.5026,0.1953,-0.8855,-0.1198,6.62,1e-2,0.1365092687,-0.725167438,0.2817758947,0.86483786,0.6049268332
Cd83,ENSMUSG00000015396,Sex,male,1,-0.6977,0.2712,-1.2291,-0.1662,6.62,1e-2,0.1366604081,-1.00650504,0.3911972714,0.8643572868,0.4977505999
Dhrs13,ENSMUSG00000020834,Sex,male,1,-1.7569,0.6832,-3.0960,-0.4178,6.61,1e-2,0.1369014758,-2.534694168,0.9856870722,0.8635918701,0.1725762492
Ilk,ENSMUSG00000030890,Sex,male,1,0.5148,0.2002,0.1224,0.9072,6.61,1e-2,0.1369014758,0.7426816682,0.2888214192,0.8635918701,1.6732832334
Rnf113a1,ENSMUSG00000036537,Sex,male,1,-1.3212,0.5138,-2.3283,-0.3142,6.61,1e-2,0.1369014758,-1.906129812,0.7412834111,0.8635918701,0.2668073263
Col26a1,ENSMUSG00000004415,Sex,male,1,-2.4443,0.9507,-4.3076,-0.5809,6.61,1e-2,0.1369360761,-3.526321181,1.3715702123,0.8634821211,0.0867903721
Spcs2,ENSMUSG00000035227,Sex,male,1,-0.4457,0.1734,-0.7855,-0.1059,6.61,1e-2,0.1370523331,-0.643007286,0.2501562123,0.8631135667,0.6403766965
Ndufs3,ENSMUSG00000005510,Sex,male,1,-0.5505,0.2143,-0.9705,-0.1305,6.60,1e-2,0.1371417259,-0.794195914,0.3091355839,0.8628303893,0.5766644878
Pcyt1b,ENSMUSG00000035246,Sex,male,1,0.5803,0.2259,0.1376,1.0231,6.60,1e-2,0.1371417259,0.8372587791,0.3259051831,0.8628303893,1.7866521514
Plekho2,ENSMUSG00000050721,Sex,male,1,0.2892,0.1126,0.0686,0.5099,6.60,1e-2,0.1371417259,0.4172800031,0.162417639,0.8628303893,1.3354074585
Myadm,ENSMUSG00000068566,Sex,male,1,0.4654,0.1811,0.1104,0.8204,6.60,1e-2,0.1371417259,0.6714443449,0.2612813192,0.8628303893,1.5926666577
Nudc,ENSMUSG00000028851,Sex,male,1,-0.5825,0.2268,-1.0271,-0.1380,6.60,1e-2,0.1372304146,-0.840407554,0.3272338366,0.8625496247,0.5584857772
Slc12a9,ENSMUSG00000037344,Sex,male,1,-0.6944,0.2704,-1.2244,-0.1645,6.60,1e-2,0.1372304146,-1.001862811,0.3900944104,0.8625496247,0.4993548154
Dcaf8,ENSMUSG00000026554,Sex,male,1,0.2937,0.1144,0.0695,0.5179,6.59,1e-2,0.1373115586,0.4236826294,0.1650221646,0.8622929033,1.3413471168
Slc25a38,ENSMUSG00000032519,Sex,male,1,0.4599,0.1791,0.1088,0.8109,6.59,1e-2,0.1373115586,0.66345979,0.2583957778,0.8622929033,1.5838764362
Tmem63a,ENSMUSG00000026519,Sex,male,1,0.5364,0.2090,0.1267,0.9460,6.59,1e-2,0.1375364377,0.7738126005,0.3015310463,0.8615822284,1.7097822484
Mterf1b,ENSMUSG00000053178,Sex,male,1,-1.8925,0.7374,-3.3377,-0.4472,6.59,1e-2,0.1375364377,-2.730253691,1.0638127524,0.8615822284,0.1506994764
CT025618.1,ENSMUSG00000115737,Sex,male,1,-0.8771,0.3418,-1.5470,-0.2071,6.58,1e-2,0.1375616436,-1.265354493,0.4931380052,0.8615026437,0.4159971377
Dennd4a,ENSMUSG00000053641,Sex,male,1,0.3637,0.1418,0.0858,0.6415,6.58,1e-2,0.1376213862,0.5246648881,0.2045092707,0.8613140719,1.4385993807
Ly6c2,ENSMUSG00000022584,Sex,male,1,-0.8879,0.3462,-1.5666,-0.2093,6.58,1e-2,0.1378970426,-1.281030299,0.4995249453,0.8604450478,0.4115015303
Plcxd1,ENSMUSG00000064247,Sex,male,1,-2.5975,1.0131,-4.5832,-0.6118,6.57,1e-2,0.1380242194,-3.747428281,1.4616200996,0.8600447004,0.0744580539
Huwe1,ENSMUSG00000025261,Sex,male,1,-0.5938,0.2317,-1.0480,-0.1396,6.57,1e-2,0.1384137183,-0.856679303,0.3343363507,0.8588208644,0.5522221636
Caskin2,ENSMUSG00000034471,Sex,male,1,-1.3792,0.5382,-2.4342,-0.3243,6.57,1e-2,0.1384137183,-1.989823412,0.7765191202,0.8588208644,0.2517697025
Kctd9,ENSMUSG00000034327,Sex,male,1,0.9834,0.3840,0.2308,1.7360,6.56,1e-2,0.1387818248,1.4187660968,0.5539641908,0.8576674063,2.6735674919
Phb2,ENSMUSG00000004264,Sex,male,1,-0.3670,0.1434,-0.6480,-0.0860,6.55,1e-2,0.1392132802,-0.529469023,0.2068582025,0.8563193333,0.6928096723
Stk25,ENSMUSG00000026277,Sex,male,1,0.3544,0.1385,0.0830,0.6258,6.55,1e-2,0.1392132802,0.5113166687,0.1997754561,0.8563193333,1.4253504414
Rpl19,ENSMUSG00000017404,Sex,male,1,-0.3977,0.1554,-0.7023,-0.0930,6.55,1.1e-2,0.1394471888,-0.573748318,0.2242444972,0.8555902364,0.6718689121
Hist1h4h,ENSMUSG00000060981,Sex,male,1,0.5847,0.2286,0.1367,1.0328,6.54,1.1e-2,0.1396510712,0.8435870899,0.3298114076,0.8549557287,1.7945064267
Acbd3,ENSMUSG00000026499,Sex,male,1,0.4664,0.1824,0.1089,0.8240,6.54,1.1e-2,0.1397920363,0.6729054776,0.2631768037,0.8545175688,1.5942804957
Ica1,ENSMUSG00000062995,Sex,male,1,1.6739,0.6546,0.3909,2.9569,6.54,1.1e-2,0.1397920363,2.4149243982,0.9444276305,0.8545175688,5.3329152393
Oxct1,ENSMUSG00000022186,Sex,male,1,0.4389,0.1717,0.1024,0.7755,6.53,1.1e-2,0.1400241112,0.6332698012,0.2477589986,0.8537971753,1.5510764554
Hipk1,ENSMUSG00000008730,Sex,male,1,0.4875,0.1908,0.1136,0.8615,6.53,1.1e-2,0.1402219882,0.7033755565,0.2752710286,0.8531838794,1.6283101901
Ssr2,ENSMUSG00000041355,Sex,male,1,-0.4278,0.1675,-0.7561,-0.0996,6.52,1.1e-2,0.1404520002,-0.617254725,0.2416482706,0.8524720716,0.6519102549
Ybx1,ENSMUSG00000028639,Sex,male,1,0.2818,0.1103,0.0655,0.4980,6.52,1.1e-2,0.1404677179,0.4065199477,0.1591683744,0.8524234733,1.325484636
Apex2,ENSMUSG00000025269,Sex,male,1,-1.0745,0.4208,-1.8993,-0.2498,6.52,1.1e-2,0.1405330817,-1.550214781,0.6070763882,0.8522214302,0.3414592257
Tigd3,ENSMUSG00000044390,Sex,male,1,1.3804,0.5407,0.3206,2.4401,6.52,1.1e-2,0.1406737826,1.9914349938,0.7800561419,0.8517868346,3.9763231126
Tnks,ENSMUSG00000031529,Sex,male,1,1.0086,0.3952,0.2340,1.7832,6.51,1.1e-2,0.1408590251,1.4551408681,0.5701534026,0.8512153217,2.7418333158
Hist1h4n,ENSMUSG00000069305,Sex,male,1,0.6095,0.2389,0.1413,1.0776,6.51,1.1e-2,0.1410352625,0.8792702846,0.3446134087,0.8506722889,1.8394446744
Hsd17b10,ENSMUSG00000025260,Sex,male,1,-0.5334,0.2091,-0.9433,-0.1235,6.50,1.1e-2,0.1414053071,-0.769499163,0.3017326843,0.8495342907,0.5866210872
Slc4a2,ENSMUSG00000028962,Sex,male,1,-0.6106,0.2395,-1.0800,-0.1412,6.50,1.1e-2,0.1416191651,-0.880894715,0.3455286522,0.8488779703,0.543030556
Olfr1284,ENSMUSG00000108931,Sex,male,1,0.7832,0.3072,0.1810,1.3853,6.50,1.1e-2,0.1416191651,1.1298592127,0.4432269139,0.8488779703,2.1883738368
Pdlim7,ENSMUSG00000021493,Sex,male,1,0.5577,0.2189,0.1287,0.9867,6.49,1.1e-2,0.1416921268,0.8046189458,0.3157688076,0.848654281,1.746684385
Mapre1,ENSMUSG00000027479,Sex,male,1,0.4566,0.1792,0.1054,0.8077,6.49,1.1e-2,0.1416921268,0.6586949657,0.2584929596,0.848654281,1.5786539576
Cyb5r4,ENSMUSG00000032872,Sex,male,1,0.4119,0.1616,0.0951,0.7287,6.49,1.1e-2,0.1416921268,0.5942406298,0.2331746251,0.848654281,1.5096777494
Spa17,ENSMUSG00000001948,Sex,male,1,0.6382,0.2506,0.1471,1.1293,6.49,1.1e-2,0.1418295042,0.9207715199,0.3614814913,0.8482334153,1.8931274236
Fam234b,ENSMUSG00000030207,Sex,male,1,0.5851,0.2297,0.1349,1.0353,6.49,1.1e-2,0.1418295042,0.8441207509,0.3313616087,0.8482334153,1.7951703474
Agpat2,ENSMUSG00000026922,Sex,male,1,-0.3352,0.1317,-0.5933,-0.0772,6.48,1.1e-2,0.1421715641,-0.483611217,0.1899427354,0.8471872587,0.7151851979
Usp15,ENSMUSG00000020124,Sex,male,1,0.5692,0.2239,0.1303,1.0081,6.46,1.1e-2,0.1425982976,0.821229704,0.323069281,0.8458856592,1.7669114058
Polk,ENSMUSG00000021668,Sex,male,1,-1.8551,0.7296,-3.2851,-0.4250,6.46,1.1e-2,0.1425982976,-2.676278483,1.0526472387,0.8458856592,0.1564443561
Psmb2,ENSMUSG00000028837,Sex,male,1,-0.4968,0.1954,-0.8798,-0.1139,6.47,1.1e-2,0.1425982976,-0.716788813,0.2818916586,0.8458856592,0.6084502401
Ap1s2,ENSMUSG00000031367,Sex,male,1,0.3318,0.1305,0.0760,0.5877,6.46,1.1e-2,0.1425982976,0.4787249713,0.1883327816,0.8458856592,1.3935115608
Smc4,ENSMUSG00000034349,Sex,male,1,0.7212,0.2836,0.1653,1.2771,6.47,1.1e-2,0.1425982976,1.040520493,0.4091889532,0.8458856592,2.0569696294
Zyg11b,ENSMUSG00000034636,Sex,male,1,0.8417,0.3310,0.1929,1.4905,6.46,1.1e-2,0.1425982976,1.2143086855,0.4776027311,0.8458856592,2.3202957167
Cab39,ENSMUSG00000036707,Sex,male,1,0.3415,0.1343,0.0782,0.6048,6.46,1.1e-2,0.1425982976,0.4926939747,0.1938120104,0.8458856592,1.4070698752
Psmd7,ENSMUSG00000039067,Sex,male,1,-0.3531,0.1388,-0.6252,-0.0810,6.47,1.1e-2,0.1425982976,-0.509393665,0.200294763,0.8458856592,0.7025176298
Bahcc1,ENSMUSG00000039741,Sex,male,1,3.5688,1.4031,0.8188,6.3188,6.47,1.1e-2,0.1425982976,5.1486894084,2.0242249279,0.8458856592,35.473982732
Cd79b,ENSMUSG00000040592,Sex,male,1,-0.5664,0.2228,-1.0030,-0.1298,6.46,1.1e-2,0.1425982976,-0.817126704,0.321396092,0.8458856592,0.5675712023
Smagp,ENSMUSG00000053559,Sex,male,1,-0.6523,0.2564,-1.1548,-0.1497,6.47,1.1e-2,0.1425982976,-0.941013738,0.3699362153,0.8458856592,0.5208667544
Prkcz,ENSMUSG00000029053,Sex,male,1,-1.0014,0.3942,-1.7739,-0.2288,6.45,1.1e-2,0.142924332,-1.444696447,0.5686536168,0.8448938289,0.3673694473
Fgd3,ENSMUSG00000037946,Sex,male,1,-0.2172,0.0855,-0.3848,-0.0496,6.45,1.1e-2,0.142924332,-0.313394022,0.1233570322,0.8448938289,0.8047463194
Gm15753,ENSMUSG00000082088,Sex,male,1,-1.6743,0.6593,-2.9664,-0.3821,6.45,1.1e-2,0.1431191598,-2.415440614,0.9511474987,0.8443022221,0.1874476165
Hist1h3d,ENSMUSG00000099583,Sex,male,1,1.4283,0.5624,0.3260,2.5306,6.45,1.1e-2,0.1431191598,2.0606091581,0.8113704001,0.8443022221,4.1716240824
Cdpf1,ENSMUSG00000064284,Sex,male,1,-0.7213,0.2841,-1.2782,-0.1644,6.44,1.1e-2,0.143390284,-1.040584175,0.4099117572,0.843480275,0.4861305904
Zfp300,ENSMUSG00000031079,Sex,male,1,2.3955,0.9444,0.5446,4.2464,6.43,1.1e-2,0.1440806655,3.455961935,1.3624426885,0.8413942943,10.973576771
AW822252,ENSMUSG00000085998,Sex,male,1,0.8732,0.3445,0.1980,1.5485,6.42,1.1e-2,0.1448062338,1.259817909,0.4970577472,0.8392127416,2.3946551467
Tuba1a,ENSMUSG00000072235,Sex,male,1,0.3920,0.1547,0.0888,0.6953,6.42,1.1e-2,0.1449426959,0.5655840197,0.2232036043,0.8388036653,1.4799865037
Ppp1cb,ENSMUSG00000014956,Sex,male,1,0.7791,0.3076,0.1762,1.3820,6.42,1.1e-2,0.1451179221,1.1239867163,0.4437703814,0.8382789488,2.1794841566
Oaz2,ENSMUSG00000040652,Sex,male,1,0.4039,0.1595,0.0913,0.7164,6.41,1.1e-2,0.1451179221,0.5826735614,0.2300632119,0.8382789488,1.4976220292
Spint2,ENSMUSG00000074227,Sex,male,1,-0.4533,0.1790,-0.8040,-0.1025,6.41,1.1e-2,0.1451179221,-0.653914692,0.2581843334,0.8382789488,0.6355534247
B9d2,ENSMUSG00000063439,Sex,male,1,-0.4069,0.1607,-0.7220,-0.0919,6.41,1.1e-2,0.1453374453,-0.5870915,0.2318819313,0.8376224779,0.6656835857
,ENSMUSG00000116811,Sex,male,1,0.8595,0.3396,0.1940,1.5250,6.41,1.1e-2,0.1454988649,1.2400087845,0.489892742,0.8371403947,2.361999705
Yy1,ENSMUSG00000021264,Sex,male,1,0.3921,0.1549,0.0884,0.6958,6.40,1.1e-2,0.1456173128,0.5656796093,0.223534249,0.8367869876,1.4800845674
Cd3d,ENSMUSG00000032094,Sex,male,1,-0.9136,0.3611,-1.6214,-0.2059,6.40,1.1e-2,0.1457386065,-1.318062709,0.5209644213,0.8364253874,0.4010731495
Itm2b,ENSMUSG00000022108,Sex,male,1,0.3150,0.1245,0.0710,0.5591,6.40,1.1e-2,0.1457444692,0.4544653875,0.1796484649,0.8364079172,1.3702749348
Rps9,ENSMUSG00000006333,Sex,male,1,-0.2039,0.0806,-0.3620,-0.0459,6.40,1.1e-2,0.1458632893,-0.294218132,0.116329401,0.836053997,0.8155141804
Uqcc2,ENSMUSG00000024208,Sex,male,1,-0.8930,0.3532,-1.5852,-0.2007,6.39,1.1e-2,0.1459767877,-1.288321056,0.5095508178,0.8357161975,0.4094272252
Ctnna1,ENSMUSG00000037815,Sex,male,1,0.5756,0.2276,0.1294,1.0217,6.39,1.1e-2,0.1459767877,0.8303867003,0.3284098971,0.8357161975,1.7781619174
Tmod2,ENSMUSG00000032186,Sex,male,1,-1.7341,0.6863,-3.0791,-0.3890,6.38,1.2e-2,0.1465219993,-2.501723193,0.9900925374,0.8340971641,0.1765656746
Slc6a19,ENSMUSG00000021565,Sex,male,1,3.2790,1.2979,0.7352,5.8228,6.38,1.2e-2,0.1465341695,4.7306319687,1.8724443249,0.8340610927,26.549853011
Adam28,ENSMUSG00000014725,Sex,male,1,-1.1686,0.4628,-2.0757,-0.2615,6.38,1.2e-2,0.1469905887,-1.685945374,0.6676814657,0.8327104706,0.3107991851
Gm46344,ENSMUSG00000113059,Sex,male,1,-0.7775,0.3080,-1.3811,-0.1739,6.37,1.2e-2,0.146992597,-1.121689286,0.4443196909,0.832704537,0.4595554058
,ENSMUSG00000117935,Sex,male,1,0.9499,0.3763,0.2124,1.6874,6.37,1.2e-2,0.146992597,1.3704640622,0.5428512877,0.832704537,2.5855372003
Plxna4,ENSMUSG00000029765,Sex,male,1,0.6393,0.2533,0.1428,1.1357,6.37,1.2e-2,0.1471621632,0.9222885201,0.3654329087,0.8322038369,1.8951191023
Pex16,ENSMUSG00000027222,Sex,male,1,-0.5948,0.2357,-1.0569,-0.1328,6.37,1.2e-2,0.1472327427,-0.858122339,0.3401067703,0.8319955975,0.5516700869
Ltf,ENSMUSG00000032496,Sex,male,1,-1.1962,0.4741,-2.1254,-0.2670,6.37,1.2e-2,0.1472327427,-1.725786293,0.6839554623,0.8319955975,0.3023337005
Ly6d,ENSMUSG00000034634,Sex,male,1,-0.4723,0.1873,-0.8393,-0.1052,6.36,1.2e-2,0.1474696903,-0.681345216,0.2701635561,0.8312972317,0.6235835536
,ENSMUSG00000118264,Sex,male,1,-0.9085,0.3602,-1.6145,-0.2025,6.36,1.2e-2,0.1474696903,-1.310667468,0.5196734337,0.8312972317,0.4031343249
Ccdc184,ENSMUSG00000029875,Sex,male,1,1.1744,0.4658,0.2614,2.0875,6.36,1.2e-2,0.1477375617,1.6943303678,0.672071769,0.8305090729,3.2362663925
Gadd45gip1,ENSMUSG00000033751,Sex,male,1,-0.6071,0.2410,-1.0794,-0.1348,6.35,1.2e-2,0.148361781,-0.8758251,0.3476471911,0.8286779619,0.5449421163
Ncdn,ENSMUSG00000028833,Sex,male,1,-0.5290,0.2101,-0.9408,-0.1173,6.34,1.2e-2,0.1487015565,-0.763253817,0.3030939511,0.8276844857,0.5891660413
Siah1b,ENSMUSG00000040749,Sex,male,1,2.0385,0.8097,0.4515,3.6255,6.34,1.2e-2,0.1488531189,2.9409000894,1.1681496736,0.8272420611,7.6789022846
Gm42742,ENSMUSG00000107068,Sex,male,1,-0.5408,0.2149,-0.9620,-0.1196,6.33,1.2e-2,0.1490828855,-0.780237552,0.3100179631,0.82657221,0.5822709094
Iglc2,ENSMUSG00000076937,Sex,male,1,-0.5254,0.2089,-0.9348,-0.1161,6.33,1.2e-2,0.1493612108,-0.758052333,0.3013149442,0.8257621746,0.5912940508
Ptcd2,ENSMUSG00000021650,Sex,male,1,-0.3398,0.1351,-0.6046,-0.0750,6.32,1.2e-2,0.1493965893,-0.490216339,0.194942872,0.8256593174,0.7119183345
Polr1c,ENSMUSG00000067148,Sex,male,1,-0.4836,0.1923,-0.8605,-0.1067,6.32,1.2e-2,0.1493965893,-0.697655513,0.277439824,0.8256593174,0.6165733706
Gm3355,ENSMUSG00000089883,Sex,male,1,-0.7617,0.3028,-1.3552,-0.1682,6.33,1.2e-2,0.1493965893,-1.098874064,0.4368605244,0.8256593174,0.4668807258
,ENSMUSG00000117428,Sex,male,1,-1.1304,0.4495,-2.0114,-0.2494,6.32,1.2e-2,0.1493965893,-1.630814649,0.648464196,0.8256593174,0.3229058203
Ankub1,ENSMUSG00000074591,Sex,male,1,-2.1178,0.8426,-3.7692,-0.4663,6.32,1.2e-2,0.1497936607,-3.055295276,1.2155996961,0.8245065658,0.1202996812
Khdrbs2,ENSMUSG00000026058,Sex,male,1,1.4624,0.5822,0.3213,2.6035,6.31,1.2e-2,0.1502624184,2.1097435129,0.8399499724,0.8231496257,4.3161455391
Nop10,ENSMUSG00000027133,Sex,male,1,-0.4703,0.1872,-0.8373,-0.1033,6.31,1.2e-2,0.1502624184,-0.678502862,0.2701206615,0.8231496257,0.6248133301
Cela3b,ENSMUSG00000023433,Sex,male,1,2.6660,1.0619,0.5848,4.7472,6.30,1.2e-2,0.1504913381,3.8461947352,1.5319469302,0.8224884962,14.382023182
Gpx4,ENSMUSG00000075706,Sex,male,1,0.4592,0.1829,0.1007,0.8176,6.30,1.2e-2,0.1504913381,0.662455326,0.2638466625,0.8224884962,1.5827740597
Pigt,ENSMUSG00000017721,Sex,male,1,-0.3311,0.1319,-0.5897,-0.0725,6.30,1.2e-2,0.1505470479,-0.477670191,0.1903235468,0.8223277563,0.7181364069
Tmem80,ENSMUSG00000025505,Sex,male,1,0.5108,0.2035,0.1119,0.9097,6.30,1.2e-2,0.1505470479,0.7369703362,0.2936136725,0.8223277563,1.6666721449
Zranb1,ENSMUSG00000030967,Sex,male,1,0.2804,0.1117,0.0614,0.4994,6.30,1.2e-2,0.1505470479,0.4045297609,0.1611866261,0.8223277563,1.3236574007
Cyc1,ENSMUSG00000022551,Sex,male,1,-0.4119,0.1642,-0.7337,-0.0901,6.29,1.2e-2,0.1507599462,-0.594267714,0.2368616918,0.8217140263,0.6623805822
Armcx6,ENSMUSG00000050394,Sex,male,1,1.0915,0.4354,0.2382,1.9448,6.29,1.2e-2,0.1514520216,1.5746991809,0.6281137883,0.8197249254,2.97873376
Sh3bgr,ENSMUSG00000040666,Sex,male,1,1.0870,0.4337,0.2369,1.9371,6.28,1.2e-2,0.1516632861,1.5682305202,0.6257254185,0.8191195384,2.9654078077
Cxcr3,ENSMUSG00000050232,Sex,male,1,-0.7356,0.2936,-1.3111,-0.1601,6.28,1.2e-2,0.1520451687,-1.061214232,0.4236223689,0.8180273751,0.4792285511
Cyp39a1,ENSMUSG00000023963,Sex,male,1,-1.4497,0.5788,-2.5841,-0.3152,6.27,1.2e-2,0.152153268,-2.091433134,0.8350474823,0.8177187152,0.2346474791
Prkar2b,ENSMUSG00000002997,Sex,male,1,0.4776,0.1908,0.1037,0.8515,6.27,1.2e-2,0.1525664457,0.6889947955,0.2752309829,0.8165409713,1.6121598471
Gaa,ENSMUSG00000025579,Sex,male,1,-0.7972,0.3186,-1.4216,-0.1728,6.26,1.2e-2,0.1527770325,-1.15012513,0.4595777046,0.8159419298,0.4505861487
Gm20940,ENSMUSG00000106640,Sex,male,1,-0.8623,0.3446,-1.5377,-0.1868,6.26,1.2e-2,0.1528400895,-1.244011066,0.4971772071,0.8157627167,0.4221972052
Cyp4f13,ENSMUSG00000024055,Sex,male,1,-0.6592,0.2635,-1.1756,-0.1427,6.26,1.2e-2,0.1528609424,-0.950955047,0.3801463053,0.8157034674,0.5172899088
Gm5525,ENSMUSG00000099492,Sex,male,1,-0.8233,0.3291,-1.4684,-0.1783,6.26,1.2e-2,0.1528609424,-1.187842527,0.4747997814,0.8157034674,0.4389588094
Fermt3,ENSMUSG00000024965,Sex,male,1,0.4731,0.1892,0.1023,0.8439,6.25,1.2e-2,0.1531326843,0.6825599873,0.2729534071,0.8149321045,1.6049851927
Dcun1d4,ENSMUSG00000051674,Sex,male,1,1.7421,0.6970,0.3761,3.1082,6.25,1.2e-2,0.1534610655,2.5133784423,1.0055069635,0.8140017907,5.7095555354
Itsn1,ENSMUSG00000022957,Sex,male,1,0.5020,0.2009,0.1082,0.8958,6.24,1.2e-2,0.1536850391,0.7242532927,0.2898762289,0.8133684082,1.6520453526
Fxn,ENSMUSG00000059363,Sex,male,1,-0.8711,0.3486,-1.5544,-0.1878,6.24,1.2e-2,0.1536850391,-1.256741291,0.5029412631,0.8133684082,0.4184881592
Prnp,ENSMUSG00000079037,Sex,male,1,0.6987,0.2797,0.1505,1.2468,6.24,1.2e-2,0.1536850391,1.0080042223,0.4034802902,0.8133684082,2.0111270468
Blnk,ENSMUSG00000061132,Sex,male,1,-0.7576,0.3036,-1.3526,-0.1627,6.23,1.3e-2,0.1546161998,-1.093057466,0.4379486099,0.810745005,0.4687668757
Plrg1,ENSMUSG00000027998,Sex,male,1,-0.3441,0.1379,-0.6143,-0.0738,6.23,1.3e-2,0.154629565,-0.496409981,0.1989178015,0.810707466,0.708868545
Ecsit,ENSMUSG00000066839,Sex,male,1,-0.4802,0.1925,-0.8574,-0.1030,6.23,1.3e-2,0.1547077313,-0.692767776,0.2776512672,0.8104879824,0.6186658152
Rps25,ENSMUSG00000009927,Sex,male,1,-0.4309,0.1728,-0.7697,-0.0922,6.22,1.3e-2,0.1548838619,-0.6217137,0.2493440705,0.8099938313,0.6498984894
Tysnd1,ENSMUSG00000020087,Sex,male,1,-0.5778,0.2318,-1.0321,-0.1236,6.22,1.3e-2,0.1548838619,-0.833645978,0.3343740238,0.8099938313,0.5611094137
Nubp1,ENSMUSG00000022503,Sex,male,1,-0.3413,0.1368,-0.6095,-0.0731,6.22,1.3e-2,0.1548838619,-0.492366209,0.1973978212,0.8099938313,0.7108582406
Anxa5,ENSMUSG00000027712,Sex,male,1,0.3924,0.1574,0.0839,0.7008,6.22,1.3e-2,0.1548838619,0.5660573702,0.2270534035,0.8099938313,1.4804721692
Lingo1,ENSMUSG00000049556,Sex,male,1,1.5996,0.6415,0.3422,2.8569,6.22,1.3e-2,0.1548838619,2.3076692846,0.9254880415,0.8099938313,4.9508261333
Rpl36a,ENSMUSG00000079435,Sex,male,1,-0.6259,0.2510,-1.1179,-0.1339,6.22,1.3e-2,0.1548838619,-0.903000269,0.3621654696,0.8099938313,0.5347734441
Cript,ENSMUSG00000024146,Sex,male,1,0.4181,0.1677,0.0894,0.7469,6.21,1.3e-2,0.1549082035,0.6032029511,0.2419848641,0.8099255826,1.519085372
